Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Pyrimidine metabolism	1/57	0.14054988666177856	1.0	0	0	6.6203243958953975	12.990352783983331	CANT1
KEGG_2019_Human	Endometrial cancer	1/58	0.14283393559629126	1.0	0	0	6.506180871828238	12.661500410395831	DDB2
KEGG_2019_Human	Basal cell carcinoma	1/63	0.15416514764479222	1.0	0	0	5.989817310572027	11.199346294466428	DDB2
KEGG_2019_Human	Cytosolic DNA-sensing pathway	1/63	0.15416514764479222	1.0	0	0	5.989817310572027	11.199346294466428	CASP1
KEGG_2019_Human	Non-small cell lung cancer	1/66	0.16089319370328134	1.0	0	0	5.717552887364207	10.446052185749542	DDB2
KEGG_2019_Human	Retinol metabolism	1/67	0.16312418577706625	1.0	0	0	5.632216277105041	10.212579511814104	RDH11
KEGG_2019_Human	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	1/72	0.17419214247767076	1.0	0	0	5.241090146750524	9.159309863254755	ITGB4
KEGG_2019_Human	Melanoma	1/72	0.17419214247767076	1.0	0	0	5.241090146750524	9.159309863254755	DDB2
KEGG_2019_Human	p53 signaling pathway	1/72	0.17419214247767076	1.0	0	0	5.241090146750524	9.159309863254755	DDB2
KEGG_2019_Human	Thyroid hormone synthesis	1/74	0.1785789998452881	1.0	0	0	5.099439061703213	8.784927075503866	DUOX2
KEGG_2019_Human	Pancreatic cancer	1/75	0.1807638462785188	1.0	0	0	5.031446540880504	8.60661039644509	DDB2
KEGG_2019_Human	Glioma	1/75	0.1807638462785188	1.0	0	0	5.031446540880504	8.60661039644509	DDB2
KEGG_2019_Human	Chronic myeloid leukemia	1/76	0.1829429907725733	1.0	0	0	4.965243296921549	8.433866437477166	DDB2
KEGG_2019_Human	Pertussis	1/76	0.1829429907725733	1.0	0	0	4.965243296921549	8.433866437477166	CASP1
KEGG_2019_Human	ECM-receptor interaction	1/82	0.19589893099909875	1.0	0	0	4.601932811780948	7.501870275733451	ITGB4
KEGG_2019_Human	Hypertrophic cardiomyopathy (HCM)	1/85	0.202301098466466	1.0	0	0	4.439511653718091	7.09433120947644	ITGB4
KEGG_2019_Human	Colorectal cancer	1/86	0.2044240199319846	1.0	0	0	4.3878894251864855	6.966032967145723	DDB2
KEGG_2019_Human	Salmonella infection	1/86	0.2044240199319846	1.0	0	0	4.3878894251864855	6.966032967145723	CASP1
KEGG_2019_Human	Salivary secretion	1/90	0.2128604133864499	1.0	0	0	4.19287211740042	6.486870709908595	SLC12A2
KEGG_2019_Human	mRNA surveillance pathway	1/91	0.2149557593339884	1.0	0	0	4.1467965996267875	6.3749659654477515	UPF1
KEGG_2019_Human	Dilated cardiomyopathy (DCM)	1/91	0.2149557593339884	1.0	0	0	4.1467965996267875	6.3749659654477515	ITGB4
KEGG_2019_Human	Human papillomavirus infection	2/330	0.2177392165411863	1.0	0	0	2.287021154945683	3.486465835734029	ITGB4;PSMC1
KEGG_2019_Human	Small cell lung cancer	1/93	0.2191300468797104	1.0	0	0	4.057618178129438	6.159829190664383	DDB2
KEGG_2019_Human	Pancreatic secretion	1/98	0.2294707254570178	1.0	0	0	3.8505968425105888	5.668000829954685	SLC12A2
KEGG_2019_Human	PI3K-Akt signaling pathway	2/354	0.24123014217363395	1.0	0	0	2.1319688732544506	3.0316679551956542	ITGB4;CDC37
KEGG_2019_Human	C-type lectin receptor signaling pathway	1/104	0.2417023006644461	1.0	0	0	3.6284470246734397	5.152570655443076	CASP1
KEGG_2019_Human	Lysosome	1/123	0.2791922666167748	1.0	0	0	3.0679552078539656	3.9142647855238963	AP1G2
KEGG_2019_Human	Purine metabolism	1/129	0.2906488460270729	1.0	0	0	2.9252596167909903	3.6145661990951017	CANT1
KEGG_2019_Human	Spliceosome	1/134	0.3000593643362562	1.0	0	0	2.8161081385525204	3.38996041335108	DDX42
KEGG_2019_Human	Ubiquitin mediated proteolysis	1/137	0.3056467657251325	1.0	0	0	2.7544415369783777	3.264908977254564	DDB2
KEGG_2019_Human	Cell adhesion molecules (CAMs)	1/145	0.3203334403206148	1.0	0	0	2.602472348731294	2.9626358482567565	GLG1
KEGG_2019_Human	Breast cancer	1/147	0.3239572224178248	1.0	0	0	2.567064561673726	2.893450908692321	DDB2
KEGG_2019_Human	Necroptosis	1/162	0.35053796361167666	1.0	0	0	2.3293733985557883	2.441850141261192	CASP1
KEGG_2019_Human	Hepatitis B	1/163	0.3522730896330789	1.0	0	0	2.3150827642088205	2.4154383177630567	DDB2
KEGG_2019_Human	Protein processing in endoplasmic reticulum	1/165	0.3557297081697626	1.0	0	0	2.287021154945683	2.3638286637347443	SEC23B
KEGG_2019_Human	Hepatocellular carcinoma	1/168	0.3608807271896797	1.0	0	0	2.2461814914645104	2.2893256308139294	DDB2
KEGG_2019_Human	Influenza A	1/171	0.3659913340474585	1.0	0	0	2.2067747986318	2.2181300305131786	CASP1
KEGG_2019_Human	NOD-like receptor signaling pathway	1/178	0.37776066757076654	1.0	0	0	2.11999152003392	2.063799954344385	CASP1
KEGG_2019_Human	Transcriptional misregulation in cancer	1/186	0.3909489891741956	1.0	0	0	2.028809089064719	1.905413248078368	DDB2
KEGG_2019_Human	Focal adhesion	1/199	0.4117973419940384	1.0	0	0	1.896273821939888	1.6824195297494315	ITGB4
KEGG_2019_Human	Viral carcinogenesis	1/201	0.4149420059348444	1.0	0	0	1.8774054257016803	1.6513968145160214	PSMC1
KEGG_2019_Human	Human immunodeficiency virus 1 infection	1/212	0.4319450471806209	1.0	0	0	1.77999288002848	1.4942273129757209	AP1G2
KEGG_2019_Human	Regulation of actin cytoskeleton	1/214	0.4349839892206522	1.0	0	0	1.7633574325515782	1.4678999382121851	ITGB4
KEGG_2019_Human	Pathways in cancer	1/530	0.7595684144533592	1.0	0	0	0.7119971520113919	0.19580269328836605	DDB2
